protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
NCT00784511,"Vitamin D, Glucose Control and Insulin Sensitivity in African-Americans",COMPLETED,Tufts University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Boston,United States,False,cholecalciferol,40,1,7,2008,4,11,2008
NCT02871882,Ox Bile- Conjugated Bile Acids Sodium in Type II Diabetes Mellitus,COMPLETED,Mayo Clinic,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Rochester,United States,True,Gastric Emptying test,18,15,9,2016,18,8,2016
NCT01335763,Pharmacist Intervention for Glycemic Control in The Community,COMPLETED,University of Alberta,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Edmonton,Canada,False,Insulin glargine,18,1,4,2011,14,4,2011
NCT01360567,The Effect of Green Tea Extract on Type 2 Diabetes With Hyperlipidemia,COMPLETED,Taipei City Hospital,OTHER_GOV,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Taipei,Taiwan,False,Green tea extract,20,1,5,2011,25,5,2011
NCT03109951,Abnormal Blood Sugar Tests in Diabetic Patients During Colonoscopy Preparation,COMPLETED,Catholic Kwandong University,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Incheon,"Korea, Republic of",True,Colonoscopy preparation using polyethylene glycol,20,25,3,2017,12,4,2017
NCT02664233,Connecting Smartphones With Electronic Health Record to Facilitate Behavioral Goal Monitoring in Diabetes Care,COMPLETED,"The University of Texas Health Science Center, Houston",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Pittsburgh,United States,False,Mobile and connected health,18,1,6,2015,26,1,2016
NCT01028404,A Two Part Trial Investigating NN1952 in Healthy Subjects and Subjects With Type 1 and Type 2 Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Neuss,Germany,False,NN1952,18,1,11,2009,9,12,2009
NCT01094899,Abnormal Structure and Bone Density in Diabetes,COMPLETED,"Institut National de la Santé Et de la Recherche Médicale, France",OTHER_GOV,Type 1 Diabetes,INTERVENTIONAL,MALE,ADULT,Paris,France,False,Radiography,30,10,3,2010,29,3,2010
NCT00813020,A Clinical Trial Investigating the Comparison of Three Different Concentrations of NN9535 in Healthy Male Subjects,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Berlin,Germany,False,semaglutide,18,1,1,2009,22,12,2008
NCT03815955,Reducing Sedentary Behaviour in Patients With Type II Diabetes,COMPLETED,"Western University, Canada",OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,London,Canada,False,Non-Sedentary Behaviour Modelling,18,14,3,2019,25,1,2019
NCT00859079,Efficacy of GLP-1 Infusion in Comparison to an Insulin Infusion Protocol to Reach Normoglycemia Type 2 Diabetic Patients,COMPLETED,Medical University of Graz,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Graz,Austria,False,GLP-1,18,1,6,2006,10,3,2009
NCT01213940,Vascular Endothelium Changes After Bariatric Surgery (Endothelial Progenitor Cells),COMPLETED,University of South Alabama,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Mobile,United States,True,pre-bariatric weight loss program,19,1,9,2010,4,10,2010
NCT00254124,Use of a Portion Control Food Tool to Induce Weight Loss in Obese Type 2 Diabetics.,COMPLETED,University of Calgary,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Calgary,Canada,False,The Diet Plate (R) TM portion control plate and bowl,18,1,4,2004,15,11,2005
NCT06247748,"Influence of JY09 on Pharmacokinetics of Metformin , Rosuvastatin , and Digoxin and the QT Interval Study in Overweight Chinese Subjects",COMPLETED,"Beijing Dongfang Biotech Co., Ltd.",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Beijing,China,False,Exendin-4 Fc fusion protein (JY09) injection,18,19,10,2023,8,2,2024
NCT01179165,Noninvasive Methods in Diagnosing Coronary Heart Disease in Diabetic Patients,COMPLETED,Norwegian University of Science and Technology,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,ADULT,Volda,Norway,False,Diagnostic,40,1,1,2011,11,8,2010
NCT05549570,Comparative Bioavailability Study of Metformin/Sitagliptin 850 mg/50 mg Tablets in Healthy Male and Female Volunteers,COMPLETED,Galenicum Health,INDUSTRY,Bioequivalence,INTERVENTIONAL,ALL,ADULT,Mount Royal,Canada,False,Sitagliptin/Metformin HCl 50/850 mg film-coated tablet,18,22,10,2017,22,9,2022
NCT01135446,"Pharmacodynamics, Pharmacokinetics, Safety and Tolerability of Ultra Low Doses of Dapagliflozin in Healthy Subjects",COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Austin,United States,False,dapagliflozin,18,1,5,2010,2,6,2010
NCT02374788,Sophia Step Study - a Behaviour Change Program on Physical Activity in Persons With Pre- and Type 2 Diabetes,COMPLETED,Sophiahemmet University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Stockholm,Sweden,False,Pedometer intervention,40,1,11,2013,2,3,2015
NCT00950963,Nurse Telephone Management of Cholesterol in Diabetes,COMPLETED,Denver Health and Hospital Authority,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,CHILD,Denver,United States,True,Phone Counseling,17,1,9,2005,3,8,2009
NCT01104701,"A Study to Examine the Efficacy, Safety and Tolerability, and Pharmacokinetics of Exenatide Once Monthly Suspension",COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,exenatide once weekly,18,1,5,2010,15,4,2010
NCT01599338,"Impact of Liraglutide on Sensory Perception, Sensory Specific Satiety, Liking and Wanting in Type 2 Diabetic Patients",COMPLETED,Centre Hospitalier Universitaire Dijon,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Dijon,France,False,Liraglutide,18,1,1,2011,16,5,2012
NCT00191581,Local Registration Trial in China Humalog Mix 50,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Beijing,China,False,Humalog Mix 50,18,1,3,2005,19,9,2005
NCT04152811,Cooking Matters for Diabetes - A 6-Week Program for Practical Application of Diabetes Self-Management Education,COMPLETED,Ohio State University,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Columbus,United States,False,Cooking Matters for Diabetes,18,5,7,2019,5,11,2019
NCT01046721,"Study Looking at Cardiovascular Effects of Exenatide, Its Blood Pressure Lowering Effect and Its Mechanisms",COMPLETED,University of Nottingham,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Nottingham,United Kingdom,False,Exenatide,18,1,9,2009,12,1,2010
NCT00741429,A 2-Month Safety Follow-Up Trial,COMPLETED,Mannkind Corporation,INDUSTRY,Type 1 Diabetes,OBSERVATIONAL,ALL,ADULT,Birmingham,United States,False,Technosphere Insulin Inhalation Powder,18,1,5,2007,26,8,2008
NCT00813228,Assessment of the Effects of a DPP-4 Inhibitor (Sitagliptin) Januvia on Immune Function in Healthy Individuals,COMPLETED,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Diabetes Mellitus Type 1,INTERVENTIONAL,ALL,ADULT,Bethesda,United States,False,Sitagliptin (Januvia),18,6,1,2009,22,12,2008
NCT02770235,Evaluation of Advanced Glycation End-products (AGE) and the Erectile Dysfunction (DE) in Diabetic Patients,COMPLETED,"Centre Hospitalier Universitaire, Amiens",OTHER,"Diabetes Mellitus, Non-Insulin-Dependent",INTERVENTIONAL,MALE,ADULT,Amiens,France,False,DE assessment,18,17,3,2014,12,5,2016
NCT01009528,Electronic Feedback on Diabetic Care to General Practitioners,COMPLETED,University of Aarhus,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Aarhus,Denmark,False,Electronic feedback system on diabetes care,40,1,3,2007,6,11,2009
NCT01964833,PDT and Periodontal Treatment in DMT2 Patients,COMPLETED,University of Nove de Julho,OTHER,Periodontitis,INTERVENTIONAL,ALL,ADULT,São Paulo,Brazil,False,Periodontal treatment,18,1,10,2013,17,10,2013
NCT05422807,Behavioral Family Systems Therapy for Teens With Type 2 Diabetes,COMPLETED,Nemours Children's Clinic,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,CHILD,Jacksonville,United States,False,BFST for Teens with Type 2 Diabetes,11,1,4,2011,21,6,2022
NCT01114438,Post Marketing Study in Subjects Who Have Type 2 Diabetes Using the EndoBarrier™ Gastrointestinal Liner,COMPLETED,Morphic Medical Inc.,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,London,United Kingdom,True,EndoBarrier Gastrointestinal Liner,18,1,10,2010,3,5,2010
NCT01467323,Efficacy and Safety of Biphasic Insulin Aspart 30 in Type 1 or Type 2 Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Graz,Austria,False,biphasic insulin aspart,18,1,4,1998,8,11,2011
NCT04283318,"Prolonged Fasting on Glucose Metabolism and Hormonal Regulation in Healthy, Obese and Subjects With Type 2 Diabetes",COMPLETED,Medical University of Graz,OTHER,Healthy,INTERVENTIONAL,ALL,ADULT,Graz,Austria,False,12h fasting,18,13,6,2018,25,2,2020
NCT00862875,Levemir-Body Composition and Energy Metabolism,COMPLETED,Institut de Recherches Cliniques de Montreal,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Montréal,Canada,False,Detemir or Glargine,18,1,3,2009,17,3,2009
NCT02667652,The Curative Effect of the Length of the Jejunum Exclusion in Grstric Bypass Surgery for Type 2 Diabetes,COMPLETED,Weidong Tong,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chongqing,China,False,short biliarypancreatic limb,20,1,1,2016,29,1,2016
NCT02320253,REAL HEALTH-Diabetes: Reach Ahead for Lifestyle and Health-Diabetes,COMPLETED,Massachusetts General Hospital,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Boston,United States,True,In Person Group (IP),18,1,11,2014,19,12,2014
NCT02555631,PowerUp for Health: A Diabetes Prevention Program for Men,COMPLETED,Albert Einstein College of Medicine,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Bronx,United States,True,lifestyle,18,1,9,2015,21,9,2015
NCT00770302,"Assess Pharmacokinetics, Safety and Tolerability in Healthy Chinese Volunteers After Oral Doses of Saxagliptin",COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,False,Saxagliptin,18,1,10,2008,9,10,2008
NCT05163964,"Chronotype, Chrononutrition and Glucose Tolerance Among Prediabetic Individuals",COMPLETED,Universiti Tunku Abdul Rahman,OTHER,PreDiabetes,OBSERVATIONAL,ALL,ADULT,Melaka Tengah,Malaysia,False,Lifestyle Intervention,18,1,1,2022,20,12,2021
NCT00593255,Efficacy and Safety of Insulin Aspart in Subjects With Type 1 or Type 2 Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,False,soluble human insulin,18,1,7,2004,14,1,2008
NCT03057444,"Resistant Starch, Gut Bacteria and Diabetes",COMPLETED,University of Hohenheim,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Stuttgart,Germany,False,SymbioIntest,18,10,2,2017,20,2,2017
NCT04600128,Effect of Pre-meal Serving of Dairy and Dairy Alternatives on Post-meal Satiety and Glycaemia in Healthy Young Adults,COMPLETED,University of Toronto,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,Dairy-based greek yogurt,20,18,11,2019,23,10,2020
NCT01686945,"Investigation on Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Doses of a Long-acting GLP-1 Analogue in Healthy Male Subjects and Male Subjects With Type 2 Diabetes",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Berlin,Germany,False,semaglutide,18,19,9,2012,18,9,2012
NCT00673894,Effects of Glutamine on GLP-1 and Insulin Secretion in Man,COMPLETED,Garvan Institute of Medical Research,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Sydney,Australia,True,Sitagliptin,40,1,4,2008,7,5,2008
NCT01578837,Combined Rg3-enriched Korean Red Ginseng and American Ginseng in the Management of Hypertension in Type 2 Diabetes,COMPLETED,Unity Health Toronto,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,Ginseng,40,1,4,2014,17,4,2012
NCT03786133,Chronic Periodontitis Microbiota in Type 2 Diabetes Mellitus Patients,COMPLETED,University of Bologna,OTHER,Chronic Periodontitis,OBSERVATIONAL,ALL,ADULT,Bologna,Italy,False,Analysis of microbiological tests,18,10,6,2016,24,12,2018
NCT05492071,Impact of Regional Vibration Application and Flow Mediated Dilation on Brachial Artery Hemodynamics,COMPLETED,Istanbul University,OTHER,Vasodilation,INTERVENTIONAL,ALL,ADULT,Istanbul,Turkey,False,Local Vibration Application Following Flow Mediated Dilation,18,8,8,2022,8,8,2022
NCT05413330,Corticosteroid Injection Combined With Cataract Surgery in Diabetic Eyes.,COMPLETED,Damascus University,OTHER,Diabete Type 2,INTERVENTIONAL,ALL,ADULT,Damascus,Syrian Arab Republic,False,Triamcinolone Acetonide,19,12,9,2020,10,6,2022
NCT03416855,A Regulatory Post Marketing Surveillance (rPMS) Study of Ryzodeg® FlexTouch® (Insulin Degludec /Insulin Aspart) to Evaluate Safety and Effectiveness in Patients With Diabetes Mellitus in Routine Clinical Practice in Korea,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,CHILD,Busan,"Korea, Republic of",False,Insulin degludec /insulin aspart,2,31,1,2018,31,1,2018
NCT02377076,"Dietary Calcium Supplementation, Gut Permeability and Microbiota in Type 2 Diabetics",COMPLETED,Federal University of Vicosa,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Viçosa,Brazil,False,Dietary calcium supplementation,20,1,9,2014,3,3,2015
NCT04149951,Effect of VeSTAL Device in Type 2 Diabetes Mellitus,COMPLETED,Neurovalens Ltd.,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Dublin,Ireland,False,Vestal Device,18,3,6,2020,4,11,2019
NCT01369602,Study To Evaluate The Effect Of Renal Impairment On The Pharmacokinetics Of PF-04991532,COMPLETED,Pfizer,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Anaheim,United States,False,PF-04991532,18,1,7,2011,9,6,2011
NCT00744237,Study of the Glycemic Effects of Nebivolol Compared With Metoprolol and HCTZ in Diabetic Hypertensive Patients,COMPLETED,Forest Laboratories,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Athens,United States,True,Nebivolol,18,1,8,2008,29,8,2008
NCT01241253,Glycemic Response of Bean-and-rice Meals in Type 2 Diabetes Mellitus,COMPLETED,Arizona State University,OTHER,Blood Glucose,INTERVENTIONAL,ALL,ADULT,Mesa,United States,False,Whole cooked beans with rice meals,35,1,11,2009,16,11,2010
NCT01745549,"Efficacy, Safety and Satisfaction of the New Pen Needle 33 Gauge x 4 mm.",COMPLETED,Consorzio Mario Negri Sud,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,ADULT,Treviglio,Italy,False,"Needle for insulin pen, 4 mm long and with a diameter of 33 gauge",18,1,12,2012,10,12,2012
NCT01865279,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Explorative Formulation of Insulin Degludec",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Neuss,Germany,False,insulin degludec,18,1,12,2005,30,5,2013
NCT05691738,Effects of Modified Otago Exercises in Individuals With Diabetic Neuropathy,COMPLETED,Karamanoğlu Mehmetbey University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Karaman,Turkey,False,Exercise Group,40,3,10,2022,20,1,2023
NCT02509065,The Set-Point Study: Evaluating Effects of Changing Glucose Target on Bionic Pancreas Performance,COMPLETED,Massachusetts General Hospital,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,ADULT,Boston,United States,True,Bionic Pancreas,18,1,8,2015,27,7,2015
NCT00980187,"A Comparison of Indapamide SR 1.5 mg With HCTZ 25 mg, in Combination With an ACE-inhibitor, in Patients With Mild to Moderate AHT and Type 2 DM",COMPLETED,LaborMed Pharma S.A.,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Bucharest,Romania,False,Hydrochlorothiazide,18,1,3,2008,18,9,2009
NCT01073826,Role of Interleukin-6 in Exercise,COMPLETED,University of Zurich,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Zurich,Switzerland,False,Sport,18,1,2,2010,23,2,2010
NCT01865305,Comparison of Explorative Formulation of Insulin Degludec and Insulin Aspart Co-formulation Versus Explorative Formulation of Insulin Degludec and Insulin Aspart Separately Compared With Biphasic Insulin Aspart 30 in Male Subjects With Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,MALE,ADULT,Neuss,Germany,False,insulin degludec/insulin aspart 30,18,1,9,2006,30,5,2013
NCT00264589,Exercise Training and Cardiovascular Function in Obesity and in Type 2 Diabetes,COMPLETED,Centre Hospitalier Universitaire de Nīmes,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Nimes,France,False,8 weeks individualized training program,18,1,12,2005,13,12,2005
NCT03489083,Heat Shock Response is Blunted in Elderly Diabetic People But Recovered by Strength Training,COMPLETED,Federal University of Rio Grande do Sul,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Porto Alegre,Brazil,False,Strength training,45,1,2,2016,5,4,2018
NCT04821921,The Impact of the COVID-19 Pandemic on Diabetes Management,COMPLETED,Universitätsklinikum Hamburg-Eppendorf,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,ADULT,Hamburg,Germany,False,No intervention,18,9,4,2021,30,3,2021
NCT00285896,GLP-1 Infusion and Long-Time Fasting,COMPLETED,University of Aarhus,OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Aarhus,Denmark,False,Glucagon-like-peptide-1 (7-36) amide,20,1,12,2005,2,2,2006
NCT00717158,Lifestyle Intervention's Impact on Health Care Costs,COMPLETED,University of Virginia,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Charlottesville,United States,False,Usual medical care,20,1,5,2001,16,7,2008
NCT00042471,Evaluation of the Bioavailability of Pramlintide,COMPLETED,AstraZeneca,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Orlando,United States,False,Pramlintide acetate,18,1,6,2002,1,8,2002
NCT00034255,Single Dose and 34-Day Tolerance Study of INGAP Peptide in Insulin Deficient Patients,COMPLETED,GMP Endotherapeutics,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,San Diego,United States,False,INGAP Peptide,18,1,12,2001,25,4,2002
NCT01980017,Evaluation of the Ottawa Model for Smoking Cessation in Diabetes Education Programs,COMPLETED,Ottawa Heart Institute Research Corporation,OTHER,Pre-diabetic,INTERVENTIONAL,ALL,ADULT,Ottawa,Canada,True,Ottawa Model for Smoking Cessation,18,1,7,2013,8,11,2013
NCT02351323,Novel Type 2 Diabetes Mellitus Preventive Therapies,COMPLETED,Boston Medical Center,OTHER,Diabetes,INTERVENTIONAL,ALL,CHILD,Boston,United States,False,Glutamine (Pharmacological doses),12,1,5,2010,30,1,2015
NCT02628392,A Phase 2 Study of DS-8500a in Japanese Subjects With Type 2 Diabetes Mellitus (T2DM),COMPLETED,"Daiichi Sankyo Co., Ltd.",INDUSTRY,Type2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Suita-shi,Japan,False,DS-8500a,20,1,11,2015,11,12,2015
NCT05585697,Bone Turnover in Type 2 Diabetes and Non-diabetes Controls (DiaMarv),COMPLETED,University of Aarhus,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,MALE,ADULT,Aarhus N,Denmark,False,None - crossectional,40,7,10,2022,19,10,2022
NCT02896140,"Effect of Dairy Consumption on Glycemic Control, Body Weight and Cardiovascular Risk Factors",COMPLETED,Joslin Diabetes Center,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Boston,United States,False,Type 2 diabetes in WhyWAIT Program,18,1,4,2016,12,9,2016
NCT05472272,Low-Calorie Diets on Type 2 Diabetes Remission,COMPLETED,Shanghai Municipal Hospital of Traditional Chinese Medicine,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Shanghai,China,False,Formula diet,18,3,8,2022,25,7,2022
NCT01520818,Comparison of Biphasic Human Insulin 30 With Biphasic Insulin Aspart in Subjects With Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Aalst,Belgium,False,biphasic insulin aspart 50,18,1,3,2000,30,1,2012
NCT04463277,A Comparison Between the Effects of Conventional Diets vs Intermittent Fasting Diabetic and Pre-diabetic Patients,COMPLETED,Usman Bin Hameed,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Karachi,Pakistan,False,Calorie Restriction,25,1,9,2020,9,7,2020
NCT01135901,Local Measures to Prevent Diabetes in the Værnes Region.,COMPLETED,Norwegian University of Science and Technology,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Stjørdal,Norway,False,Behavioural change programme,18,1,4,2010,3,6,2010
NCT01560676,Reducing Obesity and Type 2 Diabetes in High Risk Youth,COMPLETED,Yale University,OTHER,Obesity,INTERVENTIONAL,ALL,CHILD,New Haven,United States,False,HEALTH[e]TEEN,13,1,9,2009,22,3,2012
NCT01991197,Dipeptidyl Peptidase-4 Inhibition in Psoriasis Patients With Diabetes (DIP): A Randomized Clinical Trial.,COMPLETED,University College Dublin,OTHER,Psoriasis,INTERVENTIONAL,ALL,ADULT,Dublin 24,Ireland,True,Sitagliptin,18,1,4,2014,25,11,2013
NCT04291391,The Alberta NutrIMM Study - Nutrition and Immunity,COMPLETED,University of Alberta,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Edmonton,Canada,False,North American-type diet,18,1,9,2019,2,3,2020
