Title,Sponsor,Sponsor_Class,Conditions,Study_Type,Sex,Age_Category,City,Country,Results,Interventions,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
Effect of LY2189265 on Insulin Secretion in Response to Intravenous Glucose,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Neuss,Germany,Failed,LY2189265,18,1,2,2011,21,2,2011
A Study Of PF-05175157 In Healthy Volunteers,Pfizer,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,South Miami,United States,Passed,PF-05175157 or Placebo,18,1,11,2010,11,1,2011
Ginkgo Biloba Extract and the Insulin Resistance Syndrome,National Center for Complementary and Integrative Health (NCCIH),NIH,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,Passed,Ginkgo biloba extract,20,1,12,2001,22,3,2002
Effect of South Beach Diet (SBD™) Using SBD™ Products Compared to the American Diabetic Association (ADA) Diabetes Meal Plan on Body Weight and Satiety in Diabetic Women,"Mondelēz International, Inc.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,FEMALE,ADULT,Northridge,United States,Passed,South Beach Diet with South Beach Diet Products,18,1,3,2007,2,7,2009
A Single Dose Study of LY2189265 in Subjects With Varying Degrees of Hepatic (Liver) Impairment,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Munich,Germany,Failed,LY2189265,18,1,11,2010,3,12,2010
Skeletal Muscle Lipid and Insulin Resistance: Effects of Physical Activity and Weight Loss,University of Pittsburgh,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Pittsburgh,United States,Passed,Exercise,60,1,6,2004,3,10,2008
ADIponectin and Asymmetric Dimethylarginine (ADMA) Level in Type-2 Diabetes Patients After 12 Weeks of Treatment With GlimepiRide And Metformin Fixed Dose Combination,Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Jakarta,Indonesia,Passed,GLIMEPIRIDE + METFORMIN,40,1,12,2010,17,9,2010
Community-Based Participatory Research to Improve Health and Quality of Life of Latino Youth: Every Little Step Counts,Arizona State University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,CHILD,Tempe,United States,Passed,Lifestyle Education Sessions and Youth Exercise Sessions,14,1,5,2010,9,11,2010
"Comparison of Biphasic Insulin Aspart 30 Individually Adjusted by the Subject and the Trial Physician, Both Combined With Metformin in Subjects With Type 2 Diabetes",Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Capital Federal,Argentina,Failed,biphasic insulin aspart 30,18,1,9,2011,2,9,2011
A Retrospective Database Assessment of Clinical Effectiveness in Type 2 Diabetes Patients Treated With Liraglutide From Primary Care Centers in Sweden,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,ADULT,Malmö,Sweden,Passed,liraglutide,18,10,2,2014,4,3,2014
"Multiple Dose Safety Tolerability, Pharmacokinetics And Midazolam Interaction In Healthy Overweight And Obese Subjects",Pfizer,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,PF-05175157,18,1,4,2013,8,3,2013
Bioavailability of a Fixed Dose Combination Tablet With Empagliflozin (BI 10773) and Metformin Compared With the Monocomponents and Effect of Food on Bioavailability,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Biberach,Germany,Failed,C: BI 10773 / metformin tablet,18,1,10,2010,29,9,2010
Community Health Worker Reduces Care Utilization,Chinese University of Hong Kong,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Hong Kong,Hong Kong,Passed,Protocol-driven care under JADE Program,18,1,2,2008,8,7,2008
A Study for Patients With Diabetes Mellitus (IOPA),Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Guang Zhou,China,Failed,Human insulin 30/70,18,1,1,2007,9,1,2007
Safety and Efficacy of Insulin Aspart in Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Tokyo,Japan,Passed,insulin aspart,20,1,3,2002,25,7,2012
Rosuvastatin/Ezetimibe vs Rosuvastatin in Korean Patients With Type 2 Diabetes Mellitus and Hypercholesterolemia,Yuhan Corporation,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Kora-ri,"Korea, Republic of",Passed,Rosuvamibe® Tab,19,23,2,2018,26,2,2018
"Comparison of Metformin, Repaglinide or the Combination of Both in Subjects With Type 2 Diabetes",Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Barcelona,Spain,Passed,metformin,35,6,3,2002,4,11,2011
Impact of Dietary Intervention on Weight Change in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Insulin detemir,18,29,10,2010,2,11,2010
A Single Dose Study Of PF-05161704 In Healthy Volunteers,Pfizer,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,New Haven,United States,Passed,PF-05161704 or placebo,18,1,7,2010,18,8,2010
Effect of Januvia on Beta Cell Function in Patients With Diabetes Mellitus,Sheba Medical Center,OTHER_GOV,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Tel Hashomer,Israel,Passed,sitagliptin,18,1,1,2007,23,1,2007
A Diabetes Study to Treat A Population Previously Not at Target,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Calgary,Canada,Failed,Rosuvastatin,18,1,5,2008,4,9,2008
Randomized Trial of Health Events Costs in Diabetic Blacks,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Baltimore,United States,Passed,Nurse Case Manager and Community Health Worker Team,30,1,10,2000,10,8,2001
Effect of Liraglutide on Glucose Profiles and Gastric Emptying in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Århus C,Denmark,Passed,liraglutide,18,1,5,2001,12,1,2012
Comparison of Biphasic Insulin Aspart Produced by the NN2000 Process to Current Process to in Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Tokyo,Japan,Passed,biphasic insulin aspart,18,19,6,2004,28,11,2007
A Drug Interaction Study With Albiglutide and Warfarin,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Austin,United States,Passed,warfarin plus albiglutide,18,4,6,2010,22,6,2010
A Drug Interaction Study of Albiglutide and Digoxin,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Austin,United States,Passed,digoxin plus albiglutide,18,11,6,2010,22,6,2010
A Drug Interaction Study of Simvastatin and Albiglutide,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Austin,United States,Passed,simvastatin plus albiglutide,18,19,5,2010,22,6,2010
Initiation and Titration of Amaryl,Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Almaty,Kazakhstan,Passed,GLIMEPIRIDE + METFORMIN,35,1,5,2010,16,6,2010
An Online System to Improve Diabetes Self-Care,Robert Wood Johnson Foundation,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Aurora,United States,Passed,Access to online patient portal,18,1,9,2004,14,7,2005
Efficacy and Safety of Biphasic Insulin Aspart 30 FlexPen™ in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Kotka,Finland,Passed,biphasic insulin aspart,18,18,4,2001,11,10,2012
A Drug Interaction Study Between Simvastatin and GSK376501,GlaxoSmithKline,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Austin,United States,Passed,GSK376501,18,1,1,2008,31,1,2008
A Study to Investigate the Interaction of GSK1292263 With Rosuvastatin and Simvastatin in Healthy Subjects,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Austin,United States,Passed,Simvastatin,18,14,4,2010,12,4,2010
Fasting-Associated Immune-metabolic Remission of Diabetes,"Charite University, Berlin, Germany",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Berlin,Germany,Passed,weight loss by very low energy diet intake which may differ in protein or carbohydrate content,18,25,9,2020,24,3,2022
An Evaluation of the Pharmacokinetics of an Oral Contraceptive (Brevicon) When Co-administered With Albiglutide .,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,FEMALE,ADULT,Austin,United States,Passed,albiglutide,18,15,3,2010,1,3,2010
Self-care Management Programme for Type 2 Adult DM Patients With Poor Glycemic Control,Chinese University of Hong Kong,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Hong Kong,Hong Kong,Passed,nursing education,18,2,10,2018,17,9,2019
Metabolic Effects of Duodenal Jejunal Bypass Liner for Type 2 Diabetes Mellitus,Ruhr University of Bochum,OTHER,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Bad Oeynhausen,Germany,Passed,"DJBL (Duodenal jejunal bypass liner, EndoBarrier)",18,1,10,2011,15,6,2016
MATCH: The Mexican-American Trial of Community Health Workers,Rush University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chicago,United States,Passed,Community Health Worker Intervention,21,1,5,2005,11,2,2010
The Effect of Insulin Detemir in Combination With Liraglutide and Metformin Compared to Liraglutide and Metformin in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Alexander City,United States,Failed,liraglutide,18,1,3,2009,6,3,2009
Quitting Caffeine for Better Glucose Metabolism,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Durham,United States,Passed,Caffeine abstinence,18,1,12,2009,11,12,2009
"Comparison of Biphasic Insulin Aspart 70/30, 50/50, and 30/70 in Subjects With Type 2 Diabetes",Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Bregenz,Austria,Passed,biphasic insulin aspart,18,1,4,2005,16,9,2005
A Clinical Study to Assess the Safety and Pharmacokinetics of SRT2379 in Normal Healthy Male Volunteers,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Merthyr Tydfill,United Kingdom,Passed,SRT2379,18,7,12,2009,23,11,2009
Motivational Interviewing in Type 2 Diabetes Patients,Saglik Bilimleri Universitesi,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Istanbul,Turkey,Passed,diabetes education with motivational interview technique,18,1,2,2022,6,5,2023
Comparison of Repaglinide and Metformin Administered Alone or in Combination in Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,Passed,repaglinide,35,25,7,2002,2,11,2012
Online Program Assisting Lifestyle Changes (Asterix 1.0 & Obelix 2.0),Freie Universität Berlin,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,CHILD,Berlin,Germany,Passed,Intervention Group (IG),9,1,10,2009,30,9,2009
Efficacy and Safety of Repaglinide Combined With Insulin NPH in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,"Shatin, New Territories",Hong Kong,Passed,repaglinide,18,1,6,2001,26,3,2012
Cryovagotomy Diabetes Trial,Emory University,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Atlanta,United States,Failed,Cryoablation of the Vagus Nerve,22,23,10,2020,19,2,2020
Glucose Reduction by Early Acarbose Treatment in Basal Insulin,Bayer,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Wonju-si,"Korea, Republic of",Passed,"Acarbose (Glucobay, BAYG5421)",18,1,11,2009,2,9,2009
Evaluating a Type 2 Diabetes Prevention Program,Stanford University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Stanford,United States,Passed,Project Health,18,15,4,2023,21,4,2023
A Study of Insulin Efsitora Alfa (LY3209590) as a Weekly Basal Insulin Compared to Insulin Glargine in Adult Participants With Type 2 Diabetes on Multiple Daily Injections,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Hamden,United States,Passed,Insulin Efsitora Alfa,18,11,8,2022,18,7,2022
Metabolic Surgery Versus Medical Management for Resolution of Type II Diabetes,David Bradley MD,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Columbus,United States,Passed,"Laboratory evaluations, sleep study",25,1,1,2010,8,1,2010
Comparison of Biphasic Insulin Aspart 70/30 With Anti-Diabetic Drugs in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Passed,biphasic insulin aspart,18,1,8,2004,22,11,2004
"Comparison of Insulin Detemir Morning, Insulin Detemir Evening and NPH Insulin Evening in Patients With Type 2 Diabetes",Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Passed,insulin detemir,18,1,2,2005,24,2,2005
A Clinical Study to Assess the Effect of Food and Gender on the Pharmacokinetics of SRT2104 Administered as an Oral Suspension or Capsule Formulation to Normal Healthy Volunteers,"Sirtris, a GSK Company",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Merthyr Tydfill,United Kingdom,Passed,0.5g SRT2104,18,20,1,2009,13,7,2009
A Study of the Pharmacokinetics of Albiglutide in Normal and Renally Impaired Subjects.,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Anniston,United States,Passed,albiglutide,30,5,8,2009,13,7,2009
A Clinical Study to Evaluate the Pharmacokinetics and the Absolute Bioavailability of SRT2104 Given as a 250mg Oral Suspension and Intravenous Microdose of 100 µg Carbon-14 Radio-labeled SRT2104 in Healthy Male Subjects,"Sirtris, a GSK Company",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Nottingham,United Kingdom,Passed,250 mg SRT2104 Suspension,18,22,11,2008,13,7,2009
"Clinical Study to Assess the Pharmacokinetics, Safety and Tolerability of SRT2104 Administered to Normal Healthy Male Volunteers",GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Merthyr Tydfill,United Kingdom,Passed,SRT2104,18,23,3,2009,7,7,2009
Evaluate the Value of Telehomecare for Diabetes,Women's College Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,Passed,BlueStar app,18,1,4,2016,27,6,2016
Efficacy and Safety of Insulin Detemir in Combination With Insulin Aspart and Biphasic Insulin Aspart 30 in Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Graz,Austria,Passed,insulin detemir,18,2,12,2003,30,1,2008
Comparison of Insulin Detemir Versus Insulin NPH on Weight Change in Overweight and Obese With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,La Coruña,Spain,Passed,insulin detemir,18,1,4,2005,20,7,2007
Positive Effects of Daily Consumption of Bread Enriched With Hydroxytyrosol on the Results of a 12-week Dietary Intervention on Subjects With Type 2 Diabetes Mellitus and Overweight/ Obesity,Harokopio University,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Athens,Greece,Passed,Wheat bread enriched with hydroxytyrosol,18,24,5,2021,24,5,2021
Biphasic Insulin Aspart 30 in Type 2 Diabetes Failing OAD Therapy,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Concord,United States,Passed,biphasic insulin aspart,18,1,11,2002,23,1,2008
"An Indian Post Marketing Study of Mealtime Insulin, Fiasp®, to Evaluate Its Safety and Effectiveness in Patients With Diabetes Mellitus in Routine Clinical Practice",Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 1",OBSERVATIONAL,ALL,ADULT,New Delhi,India,Passed,Faster-acting insulin aspart,18,20,1,2021,17,6,2019
Comparison of Liraglutide and Glimepiride on Blood Sugar Control in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Hvidovre,Denmark,Passed,placebo,30,1,10,2000,13,1,2012
"Effect of Different Insulin Administrations, All in Combination With Metformin, on Glycaemic Control in Subjects With Type 2 Diabetes Inadequately Controlled by Oral Anti-diabetic Drugs",Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Ain Témouchent,Algeria,Failed,insulin detemir,18,1,3,2010,15,2,2010
Examination of Dermatologic Effects From Subcutaneous Injections of ISIS 113715,"Ionis Pharmaceuticals, Inc.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,San Diego,United States,Passed,ISIS 113715,18,1,8,2006,17,8,2006
Insulin Glargine v Rosiglitazone as add-on Therapy in Patients Failing Sulfonylurea and Metformin Combination Therapy,Sanofi,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Bridgewater,United States,Passed,insulin glargine,18,1,1,2001,31,7,2006
Mindfulness IN-home for Diabetes and Sleep Health,Emory University,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Atlanta,United States,Failed,Mindfulness-based stress reduction (MBSR) Intervention,18,18,12,2019,12,11,2019
NOX-E36 in Patients With Type 2 Diabetes Mellitus and Albuminuria,TME Pharma AG,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Praha,Czech Republic,Passed,NOX-E36,18,1,3,2012,8,3,2012
"Phase I Study in Healthy Volunteers to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AZD4017 After Repeated Ascending Oral Doses",AstraZeneca,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,MALE,ADULT,Gothenburg,Sweden,Passed,AZD4017,18,1,2,2009,11,2,2009
Observational Study in Type 2 Diabetes Treated by an Intensive Insulin Treatment (ICT) Containing Once Daily Levemir® (Insulin Detemir),Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,ADULT,Budapest,Hungary,Passed,insulin detemir,18,1,3,2008,14,4,2008
Metformin in Overweight Type 2 Diabetes Mellitus,Era's Lucknow Medical College,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Lucknow,India,Failed,Extended Release Metformin,30,1,2,2006,17,6,2009
A Phase 1 Study to Evaluate the Safety and Tolerability of GSK1362885 in Healthy Normal Subjects,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Minneapolis,United States,Passed,GSK1362885,18,13,1,2009,16,1,2009
Improving Self Management Skills of Older Adults With Diabetes,Stanford University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Stanford,United States,Passed,Diabetes Self Management Program,18,1,9,2013,16,9,2013
A Study of Single or Repeated Doses of Glucagon in Participants With Diabetes,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Mount-Royal,Canada,Failed,Nasal Glucagon,18,1,1,2015,21,6,2016
Observational Study on Safety and Efficacy of Biphasic Insulin Aspart in Type 2 Diabetes Patients,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,ADULT,Kfar Saba,Israel,Passed,biphasic insulin aspart 30,18,1,4,2009,3,2,2009
Effect of the Use of Continuous Glucose Monitoring Versus Standard Glycemic Control in Hospitalized Patients with Type 2 Diabetes.,Hospital General Universitario Gregorio Marañon,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Madrid,Spain,Passed,Experimental (Decision making guided by CGM),18,10,1,2022,23,9,2024
Mechanism Underlying Beta-cell Failure in Obese African Americans With History of Hyperglycemic Crises,Emory University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Atlanta,United States,Failed,Intralipid 20%,18,1,3,2004,16,9,2008
Cyber Disease Management: Using the World Wide Web to Share the Medical Record With Patients at Home,University of Washington,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Seattle,United States,Passed,Internet co-management module,18,1,8,2002,19,9,2005
Comparison of Subject-driven Titration of Biphasic Insulin Aspart (BIAsp) 30 Twice Daily Versus Investigator-driven Titration of BIAsp 30 Twice Daily Both in Combination With Oral Antidiabetic Drugs in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Hefei,China,Failed,biphasic insulin aspart 30,18,1,6,2012,13,6,2012
Efficacy and Safety of Prescription Omega-3 Fatty Acid Added to Stable Statin Therapy in Patients With Type 2 Diabetes and Hypertriglyceridemia,"Kuhnil Pharmaceutical Co., Ltd.",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Bucheon,"Korea, Republic of",Passed,Omega-3-acids ethylesters 90 4g,18,1,2,2009,2,12,2014
Ongoing Diabetes Self-Management Support in Church-Based Settings,University of Michigan,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Ann Arbor,United States,Passed,Parish nurse,21,1,1,2013,19,2,2014
Study for Pre-Surgical Weight Loss in Type II Diabetes Patients,Morphic Medical Inc.,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Sao Paulo,Brazil,Failed,GI Liner,18,1,10,2008,14,11,2008
"Effect of a High Protein Diet on the 24-hour Profile of Ghrelin, GH (Growth Hormone) and IGF-1 (Insulin-like Growth Factor-1)",US Department of Veterans Affairs,FED,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Minneapolis,United States,Passed,LoBag Diet - test phase,55,1,7,2004,15,4,2005
