protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_statusModule_startDateStruct_date,protocolSection_statusModule_studyFirstPostDateStruct_date,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_minimumAge,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name
NCT00131664,Avandia™ + Amaryl™ or Avandamet™ Compared With Metformin (AVALANCHE™ Study),COMPLETED,2005-09,2005-08-19,Canadian Heart Research Centre,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Toronto,Canada,True,Avandamet
NCT00929201,Sitagliptin/Metformin Fed Bioequivalence Study (0431A-080),COMPLETED,2008-01,2009-06-26,Merck Sharp & Dohme LLC,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,,,True,Sitagliptin phosphate/metformin hydrochloride FDC
NCT02730377,Efficacy in Controlling Glycaemia With Victoza® (Liraglutide) as add-on to Metformin vs. OADs as add-on to Metformin After up to 104 Weeks of Treatment in Subjects With Type 2 Diabetes,COMPLETED,2016-03-28,2016-04-06,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,liraglutide
NCT02041598,DREAM Project Community Health Worker Intervention,COMPLETED,2009-07-01,2014-01-22,NYU Langone Health,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,25 Years,ADULT,New York,United States,False,CHW Intervention
NCT00654381,Japanese P III vs Voglibose and Placebo,COMPLETED,2008-04,2008-04-08,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,20 Years,ADULT,"Asahi, Chiba",Japan,True,BI 1356
NCT00551564,Study to Determine the Utility of Novel Technologies and Biomarkers to Measure Human Response to Rosiglitazone Maleate,COMPLETED,2007-07-31,2007-10-31,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Chula Vista,United States,False,rosiglitazone maleate
NCT05237076,Carotid Body Function in Type 2 Diabetes Mellitus,COMPLETED,2021-12-01,2022-02-11,Leiden University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Leiden,Netherlands,False,Hyperinsulemic-Euglycemic Clamp & Hypoxic Ventilatory Response (HVR)
NCT00195884,Diabetes Aerobic and Resistance Exercise (DARE) Study,COMPLETED,1999-09,2005-09-20,Ottawa Hospital Research Institute,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,40 Years,ADULT,Ottawa,Canada,False,Aerobic and Resistance Exercise
NCT01966978,"The Effect of Simple Basal Insulin Titration, Metformin Plus Liraglutide for Type 2 Diabetes With Very Elevated HbA1c - The SIMPLE Study",COMPLETED,2014-11,2013-10-22,University of Texas Southwestern Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Dallas,United States,True,Metformin
NCT02008942,Pharmacodynamic Evaluation of PL2200 Versus Enteric-Coated Aspirin in Diabetic Patients,COMPLETED,2014-01,2013-12-11,PLx Pharma,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,21 Years,ADULT,Miami,United States,True,PL2200 Aspirin Capsules
NCT00550329,Bioequivalence Study Of Glucotrol XL 2.5 Mg Tablets,COMPLETED,2007-10,2007-10-29,Pfizer,INDUSTRY,"Diabetes Mellitus, Non-Insulin-Dependent",OBSERVATIONAL,ALL,18 Years,ADULT,Singapore,Singapore,False,Glipizide GITS
NCT01469468,A Study To Estimate The Effect Of Repeated Dosing of PF-05175157 On The Pharmacokinetics Of A Single Dose Of Simvastatin In Healthy Adult Subjects,COMPLETED,2011-11,2011-11-10,Pfizer,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,South Miami,United States,False,Simvastatin
NCT01681693,Effect of Genetic Variants in MATE1 and OCT3 on the Pharmacodynamics of Metformin in African Americans,COMPLETED,2010-02,2012-09-10,"University of California, San Francisco",OTHER,Healthy,INTERVENTIONAL,ALL,18 Years,ADULT,San Francisco,United States,False,Metformin
NCT01123239,Understanding and Improving Diabetes Care for Ethnic Minorities,COMPLETED,2006-01,2010-05-14,"University of California, Irvine",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Newport Beach,United States,False,Coached Care
NCT01444248,Compare the Compliance of Patients Treated With Once-daily (od) or Twice-daily (Bid) Glimepiride and Metformin Fixed Combination Therapy,COMPLETED,2010-08,2011-09-30,Handok Inc.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Seoul,"Korea, Republic of",False,Glimepiride/ Metformin
NCT04831697,Intervention to Improve Diabetes Outcomes in Older African American Women With Multi-Caregiving Burden,COMPLETED,2021-12-14,2021-04-05,Medical College of Wisconsin,OTHER,Type 2 Diabetes,INTERVENTIONAL,FEMALE,40 Years,ADULT,Milwaukee,United States,False,Multi-Caregiving Intervention
NCT01509742,Effect of Liraglutide on Glucagon Secretion in Subjects With Type 2 Diabetes,COMPLETED,2001-04,2012-01-13,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Bad Lauterberg,Germany,False,liraglutide
NCT01513590,A Trial Comparing Efficacy and Safety of Insulin Degludec/Insulin Aspart and BIAsp 30 in Insulin naïve Subjects With Type 2 Diabetes,COMPLETED,2012-01-16,2012-01-20,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Algiers,Algeria,True,insulin degludec/insulin aspart
NCT01880736,A Trial Investigating the Efficacy and Safety of Flexible vs. Fixed Dosing and Simple vs. Stepwise Titration With Once Daily (OD) Insulin Degludec in Inadequately Treated Subjects With Type 2 Diabetes,COMPLETED,2013-06,2013-06-19,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,20 Years,ADULT,"Chuo-ku, Tokyo",Japan,True,insulin degludec
NCT04347291,Mobile Phone Support for Adults and Support Persons to Live Well With Diabetes,COMPLETED,2020-04-28,2020-04-15,Vanderbilt University Medical Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Nashville,United States,True,FAMS 2.0
NCT00006163,Computer-assisted Diabetes Self-management Interventions,COMPLETED,1997-09,2000-08-09,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,30 Years,ADULT,Denver,United States,False,Personalized Self-management
NCT02759484,Multi-clinic Action Trial to Control Hyperglycemia and Hypertension,COMPLETED,2015-03,2016-05-03,Rush University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Chicago,United States,False,Home Based Enhanced Education
NCT01332071,Avandamet Bioequivalence Study Brazil - Fed Administration,COMPLETED,2009-11-24,2011-04-08,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Goiania,Brazil,True,Rosiglitazone Maleate + Metformin 2 miligrams (mg) + 500 mg
NCT01033773,Stop Emergency Room Visits for Hyperglycemia Project - District of Columbia (DC),COMPLETED,2007-09,2009-12-16,Medstar Health Research Institute,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Washington,United States,True,"Antihyperglycemic medication guideline for management of uncontrolled hyperglycemia presenting to the ED using metformin, sulfonylurea and/or insulin"
NCT00684086,English Diabetes Self-Management Program,COMPLETED,2007-04,2008-05-26,Stanford University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Stanford,United States,False,Diabetes Self Management Program
NCT00519727,Safety Study of ISIS 325568 in Healthy Volunteers,COMPLETED,2007-08,2007-08-23,"Ionis Pharmaceuticals, Inc.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Leiden,Netherlands,False,ISIS 325568
NCT00400283,A Study Looking Into the Effect of NNC 55-0414 in Subjects With Type 2 Diabetes,COMPLETED,2001-01-19,2006-11-16,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,40 Years,ADULT,Berlin,Germany,False,NNC 55-0414
NCT01618162,The Efficacy of Insulin Degludec/Liraglutide as add-on Therapy in Controlling Glycaemia in Adults With Type 2 Diabetes Inadequately Controlled on Sulphonylurea With or Without Metformin Therapy,COMPLETED,2012-08-29,2012-06-13,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Anaheim,United States,True,insulin degludec/liraglutide
NCT01906086,Effects of Legume Consumption on Adiponectin and Inflammatory Markers Among Adults,COMPLETED,2012-09,2013-07-23,Isfahan University of Medical Sciences,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,30 Years,ADULT,Isfahan,"Iran, Islamic Republic of",False,nutritional intervention
NCT00611884,"Comparison of Two NN1250 Formulations Versus Insulin Glargine, All in Combination With Metformin in Subjects With Type 2 Diabetes",COMPLETED,2008-01,2008-02-11,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Inglewood,United States,True,insulin glargine
NCT00613951,"Comparison of Two NN5401 Formulations Versus Biphasic Insulin Aspart 30, All in Combination With Metformin in Subjects With Type 2 Diabetes",COMPLETED,2008-01,2008-02-13,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Helsinki,Finland,True,insulin degludec/insulin aspart
NCT01386541,Multiple Ascending Dose Trial of BYK324677 in Healthy Volunteers,COMPLETED,2011-06,2011-07-01,Nycomed,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Mannheim,Germany,False,BYK324677
NCT04151849,Effects of Diabetes Medications on Adrenal Function and Intestinal Microbiota,COMPLETED,2019-11-07,2019-11-05,University of Tartu,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,18 Years,ADULT,Tartu,Estonia,False,GLP-1 receptor agonist
NCT00402012,"""TAKE TIME"" Pioglitazone Reverses Defects in Mitochondrial Biogenesis in Patients With T2DM",COMPLETED,2006-11,2006-11-22,Pennington Biomedical Research Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Baton Rouge,United States,False,Pioglitazone
NCT00687063,Observational Study of Safety and Efficacy of Levemir® in Type 2 Diabetes,COMPLETED,2008-04,2008-05-30,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,6 Years,CHILD,Bangalore,India,False,insulin detemir
NCT00213122,Effects of Miglitol on Daily Plasma Glucose in type2 Diabetes Treated With Insulin,COMPLETED,,2005-09-21,"Sanwa Kagaku Kenkyusho Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,20 Years,ADULT,Ibaraki,Japan,False,miglitol
NCT01365091,Bioequivalence Study of Fixed-dose Combinations and Coadministered Individual Tablets of Saxagliptin/Metformin-Brazil,COMPLETED,2011-06,2011-06-03,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Campinas,Brazil,True,Saxagliptin/metformin fixed-dose combination (FDC)
NCT03885869,"Joint Position Sense, Plantar Sensation, Balance and Dual Task Performance in Individuals With Type 2 Diabetes",COMPLETED,2019-03-25,2019-03-22,Ankara Yildirim Beyazıt University,OTHER,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,30 Years,ADULT,Ankara,Turkey,False,Ankle Joint Position Sensation Evaluation
NCT00747383,How Improvement in Control of Diabetes Influences the Production of a Hormone Produced in the Gut Which Improves the Release and Action of Insulin.,COMPLETED,2008-09,2008-09-05,The Royal Bournemouth Hospital,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Bournemouth,United Kingdom,False,Glimepiride
NCT00612599,Comparison of Pharmacodynamics and Pharmacokinetics of Biphasic Insulin Aspart 50 to Biphasic Insulin Aspart 70 in Type 2 Diabetes,COMPLETED,2003-09,2008-02-11,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Århus C,Denmark,False,biphasic insulin aspart
NCT01341392,"Drug-drug Interaction Study(CKD-501, Amlodipine)",COMPLETED,2011-04,2011-04-25,Chong Kun Dang Pharmaceutical,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,MALE,20 Years,ADULT,Seoul,"Korea, Republic of",False,CKD-501
NCT01006291,Comparison of NN1250 With Insulin Glargine in Type 2 Diabetes,COMPLETED,2009-11,2009-11-01,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Buenos Aires,Argentina,True,insulin degludec
NCT02192853,Correlation Between Plasma- and Endothelial DPP-4 Activity,COMPLETED,2013-05,2014-07-17,"University Hospital, Gentofte, Copenhagen",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,35 Years,ADULT,Hellerup,Denmark,False,sitagliptin
NCT01240252,Insulin Receptor Substrate 1 (IRS-1) Regulation in Insulin Resistance,COMPLETED,2012-03,2010-11-15,Mayo Clinic,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,30 Years,ADULT,Scottsdale,United States,False,Human insulin
NCT01336023,"Dual Action of Liraglutide and Insulin Degludec in Type 2 Diabetes: A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide, Insulin Degludec and Liraglutide in Subjects With Type 2 Diabetes",COMPLETED,2011-05-23,2011-04-15,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,insulin degludec/liraglutide
NCT01947595,Individualized Lifestyle Intervention in Subjects With Prediabetes,COMPLETED,2012-03,2013-09-20,University Hospital Tuebingen,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Berlin,Germany,False,intensified lifestyle intervention
NCT02471963,Effect of Empagliflozin on Macrovascular and Microvascular Circulation and on Endothelium Function,COMPLETED,2014-12,2015-06-15,University of Erlangen-Nürnberg Medical School,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Erlangen,Germany,False,Empagliflozin
NCT00948584,Insulin Dose Titration System Using a Short Messaging Service (SMS) Automatically Produced by a Knowledge Matrix,COMPLETED,2007-11,2009-07-29,Hallym University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,,,False,Insulin dose titration system using a SMS
NCT01292993,A Study to Evaluate the Interaction of LX4211 and Metformin in Healthy Subjects,COMPLETED,2011-02,2011-02-10,Lexicon Pharmaceuticals,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,San Antonio,United States,False,400 mg LX4211
NCT00309608,Efficacy and Safety of BI 1356 BS (Linagliptin) in Combination With Metformin in Patients With type2 Diabetes,COMPLETED,2006-04,2006-04-03,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,21 Years,ADULT,Joue les Tours,France,True,Linagliptin
NCT01022762,Comparison of Repaglinide and Gliclazide in Chinese Subjects With Type 2 Diabetes Never Received Oral Antidiabetic Drug Treatment,COMPLETED,2009-11,2009-12-01,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Shanghai,China,True,repaglinide
NCT00572650,Pharmacokinetic Study of LAF237 and Its Metabolites in Mild Renal Impaired Patients,COMPLETED,2007-10,2007-12-13,Novartis,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Kiel,Germany,False,vildagliptin
NCT01767389,Glucagon-like Peptide (GLP) Utilization and Safety,COMPLETED,2012-09,2013-01-14,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,,,False,The GLP-1 receptor agonist users
NCT01754142,Korean Post-marketing Surveillance for Kombiglyze XR®,COMPLETED,2012-11-24,2012-12-21,AstraZeneca,INDUSTRY,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,Seoul,"Korea, Republic of",False,
NCT01697631,Glycemic Control of Biphasic Insulin Aspart 30 in Type 2 Diabetes,COMPLETED,2002-07-22,2012-10-02,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Bialystok,Poland,False,biphasic insulin aspart 30
NCT00622323,Post Marketing Surveillance Study of Byetta ™ (Exenatide) Use Among Filipino Patients,COMPLETED,2008-02,2008-02-25,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,18 Years,ADULT,Paranaque City,Philippines,False,
NCT01663207,Characterization of the Variability Of Insulin Secretory Parameters in the Meal Tolerance and the Maximal Stimulation Tests of Subjects With Prediabetes,COMPLETED,2012-05,2012-08-13,Foundation for the National Institutes of Health,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,30 Years,ADULT,San Antonio,United States,False,
NCT04523155,Effect of Medically-tailored Meal Delivery Service on Changes in Hemoglobin A1c (HbA1c) in Patients With Diabetes,COMPLETED,2020-08-24,2020-08-21,Mayo Clinic,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,25 Years,ADULT,Jacksonville,United States,False,Medically tailored meals
NCT00499824,GIANT: General Practitioner Implementation in Asia of Normoglycaemic Targets,COMPLETED,2007-01,2007-07-11,"International Diabetes Institute, Australia",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,30 Years,ADULT,Shatin,China,False,Education of general practitioners on the IDF-WPR guidelines
NCT00179374,"Improving Diabetes Outcomes With Activity, Nutrition and Medication",COMPLETED,2003-07,2005-09-16,Albert Einstein College of Medicine,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,40 Years,ADULT,Bronx,United States,False,Tailored telephone intervention of education
NCT00641043,Efficacy vs Placebo as Initial Combination Therapy With Pioglitazone,COMPLETED,2008-03,2008-03-21,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Feldkirch,Austria,True,placebo + pioglitazone (30 mg)
NCT01511198,Efficacy and Safety of Metformin and Liraglutide in Obese Subjects With Type 2 Diabetes Previously Treated With an Oral Hypoglycemic Agent,COMPLETED,2001-02,2012-01-18,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Vestavia,United States,False,liraglutide
NCT00591227,Management of Diabetes in the Emergency Room: a Randomized Trial of an Insulin Protocol.,COMPLETED,2008-05,2008-01-11,Rush University Medical Center,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Chicago,United States,True,insulin aspart
NCT01467375,Long Term Safety and Efficacy of Biphasic Insulin Aspart 30 in Type 2 Diabetes,COMPLETED,2001-01-08,2011-11-08,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Broadmeadow,Australia,False,biphasic insulin aspart
NCT04253431,The Characteristics of Different Personal Lancets on Blood Volume and Perceived Pain in Patients With Diabetes Mellitus,COMPLETED,2013-08,2020-02-05,HTL-Strefa S.A.,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,18 Years,ADULT,,,False,Droplet lancing device (HTL-Strefa S.A.)
NCT00869362,Effect of Inpatient Diabetes Management on Outpatient Glycemic Control,COMPLETED,2009-03,2009-03-26,Massachusetts General Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Boston,United States,True,Diabetes management team
NCT01686932,Vildagliptin vs Sitagliptin add-on to Insulin - Impact on Glycemic Profile and Correlation of Hypoglycemic Episodes and Heart Function,COMPLETED,2012-11,2012-09-18,Novartis Pharmaceuticals,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,40 Years,ADULT,Berlin,Germany,True,Vildagliptin
NCT01989754,A Study of the Effects of Canagliflozin (JNJ-28431754) on Renal Endpoints in Adult Participants With Type 2 Diabetes Mellitus,COMPLETED,2014-01-16,2013-11-21,"Janssen Research & Development, LLC",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,30 Years,ADULT,Little Rock,United States,True,Placebo
NCT00518882,Effect of Liraglutide or Exenatide Added to an Ongoing Treatment on Blood Glucose Control in Subjects With Type 2 Diabetes,COMPLETED,2007-08,2007-08-21,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,liraglutide
NCT00543621,An Intervention Program to Control Diabetes,COMPLETED,2005-05,2007-10-15,Abbott Nutrition,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Shanghai,China,False,daily enteral nutritional product and/or behavioral changes
NCT05787067,The Effect of Mobile Online Training Applied to Patients With Diabetes on Insulin Therapy,COMPLETED,2021-12-30,2023-03-28,Ataturk University,OTHER,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,18 Years,ADULT,Erzurum,Turkey,False,Health Belief Model-Based Mobile Online Training
NCT05643768,Inspiratory Muscle Strength Training in Adults With Type 2 Diabetes,COMPLETED,2023-06-30,2022-12-09,University of Arizona,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Tucson,United States,False,Inspiratory muscle strength training (IMST)
NCT00151021,Stepping Up to Health: Feedback to Promote Physical Activity in Diabetes,COMPLETED,2005-06,2005-09-08,University of Michigan,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Ann Arbor,United States,False,Tailored web-based walking program
NCT01051245,Effectiveness of a High-risk Diabetic Patients Program,COMPLETED,2010-03,2010-01-18,Hospital Italiano de Buenos Aires,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Buenos Aires,Argentina,False,Case manager counseling
